pave 1 1.077582
pstd 1 0.508190
pave 2 0.946155
pstd 2 0.379631
pave 3 0.990207
pstd 3 0.287705
pave 4 1.007371
pstd 4 0.374980
pave 5 1.017466
pstd 5 0.270444
pave 6 0.985452
pstd 6 0.435493
pave 7 0.920905
pstd 7 0.271088
pave 8 0.892523
pstd 8 0.152958
pave 9 0.937675
pstd 9 0.203009
pave 10 0.903236
pstd 10 0.160070
pave 11 1.008444
pstd 11 0.202191
pave 12 0.963993
pstd 12 0.135369
pave 13 1.112269
pstd 13 0.511958
pave 14 1.012451
pstd 14 0.602758
pave 15 0.933563
pstd 15 0.261301
pave 16 1.001229
pstd 16 0.526103
pave 17 0.876793
pstd 17 0.203163
pave 18 1.015133
pstd 18 0.494547
pave 19 1.194820
pstd 19 0.839729
pave 20 0.895689
pstd 20 0.431775
pave 21 1.070581
pstd 21 0.504159
pave 22 0.938941
pstd 22 0.291308
pave 23 1.383180
pstd 23 1.086313
pave 24 1.037337
pstd 24 0.435438
pave 25 1.039657
pstd 25 0.412257
pave 26 1.016785
pstd 26 0.551860
pave 27 0.998661
pstd 27 0.204673
pave 28 0.960234
pstd 28 0.141508
pave 29 1.160738
pstd 29 0.505022
pave 30 1.138453
pstd 30 0.576113
pave 31 0.989819
pstd 31 0.204261
pave 32 0.865373
pstd 32 0.226819
pave 33 0.924049
pstd 33 0.140512
pave 34 1.001611
pstd 34 0.515067
pave 35 1.052773
pstd 35 0.379454
pave 36 0.987563
pstd 36 0.231665
pave 37 0.971529
pstd 37 0.138208
pave 38 0.934643
pstd 38 0.125006
pave 39 0.922916
pstd 39 0.149190
pave 40 1.088608
pstd 40 0.524987
pave 41 0.980116
pstd 41 0.438027
pave 42 0.922419
pstd 42 0.108821
pave 43 0.927555
pstd 43 0.220745
pave 44 1.112755
pstd 44 1.720476
pave 45 0.971986
pstd 45 0.346475
pave 46 0.913036
pstd 46 0.092188
pave 47 0.989043
pstd 47 0.171372
pave 48 0.862097
pstd 48 0.244869
pave 49 0.933117
pstd 49 0.104457
pave 50 0.929294
pstd 50 0.118385
pave 51 0.911150
pstd 51 0.118255
pave 52 0.899572
pstd 52 0.231858
pave 53 0.865323
pstd 53 0.204828
pave 54 0.905287
pstd 54 0.174802
pave 55 0.901471
pstd 55 0.101841
pave 56 0.956403
pstd 56 0.128111
pave 57 0.902510
pstd 57 0.119989
pave 58 0.928818
pstd 58 0.080516
pave 59 0.912286
pstd 59 0.096078
pave 60 1.609423
pstd 60 1.441915
pave 61 1.113783
pstd 61 0.360680
pave 62 0.965473
pstd 62 0.178341
pave 63 1.021914
pstd 63 0.239860
pave 64 0.929450
pstd 64 0.122655
pave 65 0.975908
pstd 65 0.147056
pave 66 0.960497
pstd 66 0.117006
pave 67 0.945486
pstd 67 0.099417
pave 68 0.917862
pstd 68 0.104046
pave 69 2.071434
pstd 69 2.597155
pave 70 1.088451
pstd 70 0.387409
pave 71 1.025229
pstd 71 0.227317
pave 72 0.956537
pstd 72 0.127621
pave 73 0.955573
pstd 73 0.157215
pave 74 0.945236
pstd 74 0.137673
pave 75 0.952481
